Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Antlr 3.5.0.2,,,,,"Antlr, 3.5.0.2  Recommendation:  Remove Antlr, and replace with new package Antlr4 4.6.6"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Autofac.Mvc5 4.0.2,,,,,"Autofac.Mvc5, 4.0.2  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Autofac.Mvc5.Owin 4.0.1,,,,,"Autofac.Mvc5.Owin, 4.0.1  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Autofac.Owin 4.2.0,,,,,"Autofac.Owin, 4.2.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Autofac.WebApi2 4.3.1,,,,,"Autofac.WebApi2, 4.3.1  Recommendation:  No supported version found"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,EntityFramework 6.3.0,,,,,"EntityFramework, 6.3.0  Recommendation:  Remove EntityFramework, and replace with new package EntityFramework 6.5.1"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Geonorge.AuthLib.NetFull 1.0.67,,,,,"Geonorge.AuthLib.NetFull, 1.0.67  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.Cors 5.2.7,,,,,"Microsoft.AspNet.Cors, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.Mvc 5.2.7,,,,,"Microsoft.AspNet.Mvc, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.Razor 3.2.7,,,,,"Microsoft.AspNet.Razor, 3.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.WebApi 5.2.7,,,,,"Microsoft.AspNet.WebApi, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.WebApi.Core 5.2.7,,,,,"Microsoft.AspNet.WebApi.Core, 5.2.7  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.WebApi.Cors 5.2.7,,,,,"Microsoft.AspNet.WebApi.Cors, 5.2.7  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.WebApi.WebHost 5.2.7,,,,,"Microsoft.AspNet.WebApi.WebHost, 5.2.7  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNet.WebPages 3.2.7,,,,,"Microsoft.AspNet.WebPages, 3.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Authentication 2.3.0,,,,,"Microsoft.AspNetCore.Authentication, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Authentication.Abstractions 2.3.0,,,,,"Microsoft.AspNetCore.Authentication.Abstractions, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Authentication.Core 2.3.0,,,,,"Microsoft.AspNetCore.Authentication.Core, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Authentication.OAuth 2.3.0,,,,,"Microsoft.AspNetCore.Authentication.OAuth, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Authentication.OpenIdConnect 2.3.0,,,,,"Microsoft.AspNetCore.Authentication.OpenIdConnect, 2.3.0  Recommendation:  Remove Microsoft.AspNetCore.Authentication.OpenIdConnect, and replace with new package Microsoft.AspNetCore.Authentication.OpenIdConnect 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Cryptography.Internal 2.3.0,,,,,"Microsoft.AspNetCore.Cryptography.Internal, 2.3.0  Recommendation:  Remove Microsoft.AspNetCore.Cryptography.Internal, and replace with new package Microsoft.AspNetCore.Cryptography.Internal 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.DataProtection 2.3.0,,,,,"Microsoft.AspNetCore.DataProtection, 2.3.0  Recommendation:  Remove Microsoft.AspNetCore.DataProtection, and replace with new package Microsoft.AspNetCore.DataProtection 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.DataProtection.Abstractions 2.3.0,,,,,"Microsoft.AspNetCore.DataProtection.Abstractions, 2.3.0  Recommendation:  Remove Microsoft.AspNetCore.DataProtection.Abstractions, and replace with new package Microsoft.AspNetCore.DataProtection.Abstractions 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Hosting.Abstractions 2.3.0,,,,,"Microsoft.AspNetCore.Hosting.Abstractions, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Hosting.Server.Abstractions 2.3.0,,,,,"Microsoft.AspNetCore.Hosting.Server.Abstractions, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Http 2.3.0,,,,,"Microsoft.AspNetCore.Http, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Http.Abstractions 2.3.0,,,,,"Microsoft.AspNetCore.Http.Abstractions, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Http.Extensions 2.3.0,,,,,"Microsoft.AspNetCore.Http.Extensions, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.Http.Features 2.3.0,,,,,"Microsoft.AspNetCore.Http.Features, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.AspNetCore.WebUtilities 2.3.0,,,,,"Microsoft.AspNetCore.WebUtilities, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Bcl 1.1.10,,,,,"Microsoft.Bcl, 1.1.10  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Bcl.Async 1.0.168,,,,,"Microsoft.Bcl.Async, 1.0.168  Recommendation:  No supported version found"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Bcl.AsyncInterfaces 8.0.0,,,,,"Microsoft.Bcl.AsyncInterfaces, 8.0.0  Recommendation:  Remove Microsoft.Bcl.AsyncInterfaces, and replace with new package Microsoft.Bcl.AsyncInterfaces 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Bcl.TimeProvider 8.0.1,,,,,"Microsoft.Bcl.TimeProvider, 8.0.1  Recommendation:  Remove Microsoft.Bcl.TimeProvider, and replace with new package Microsoft.Bcl.TimeProvider 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Configuration 3.0.0,,,,,"Microsoft.Extensions.Configuration, 3.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Configuration.Abstractions 8.0.0,,,,,"Microsoft.Extensions.Configuration.Abstractions, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Abstractions, and replace with new package Microsoft.Extensions.Configuration.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Configuration.Binder 3.0.0,,,,,"Microsoft.Extensions.Configuration.Binder, 3.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.DependencyInjection 8.0.1,,,,,"Microsoft.Extensions.DependencyInjection, 8.0.1  Recommendation:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 8.0.2,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 8.0.2  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Diagnostics.Abstractions 8.0.1,,,,,"Microsoft.Extensions.Diagnostics.Abstractions, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Diagnostics.Abstractions, and replace with new package Microsoft.Extensions.Diagnostics.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.FileProviders.Abstractions 8.0.0,,,,,"Microsoft.Extensions.FileProviders.Abstractions, 8.0.0  Recommendation:  Remove Microsoft.Extensions.FileProviders.Abstractions, and replace with new package Microsoft.Extensions.FileProviders.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Hosting.Abstractions 8.0.1,,,,,"Microsoft.Extensions.Hosting.Abstractions, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Http 8.0.1,,,,,"Microsoft.Extensions.Http, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Http, and replace with new package Microsoft.Extensions.Http 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Logging 8.0.1,,,,,"Microsoft.Extensions.Logging, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Logging.Abstractions 8.0.2,,,,,"Microsoft.Extensions.Logging.Abstractions, 8.0.2  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.ObjectPool 8.0.11,,,,,"Microsoft.Extensions.ObjectPool, 8.0.11  Recommendation:  Remove Microsoft.Extensions.ObjectPool, and replace with new package Microsoft.Extensions.ObjectPool 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Options 8.0.2,,,,,"Microsoft.Extensions.Options, 8.0.2  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.Primitives 8.0.0,,,,,"Microsoft.Extensions.Primitives, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Primitives, and replace with new package Microsoft.Extensions.Primitives 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Extensions.WebEncoders 8.0.11,,,,,"Microsoft.Extensions.WebEncoders, 8.0.11  Recommendation:  Remove Microsoft.Extensions.WebEncoders, and replace with new package Microsoft.Extensions.WebEncoders 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Net.Http 2.2.29,,,,,"Microsoft.Net.Http, 2.2.29  Recommendation:  Remove Microsoft.Net.Http, and replace with new package System.Net.Http 4.3.4"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Net.Http.Headers 2.3.0,,,,,"Microsoft.Net.Http.Headers, 2.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Owin 4.2.3,,,,,"Microsoft.Owin, 4.2.3  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Owin.Host.SystemWeb 4.2.3,,,,,"Microsoft.Owin.Host.SystemWeb, 4.2.3  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Owin.Security 4.2.3,,,,,"Microsoft.Owin.Security, 4.2.3  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Owin.Security.Cookies 4.2.3,,,,,"Microsoft.Owin.Security.Cookies, 4.2.3  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Owin.Security.OpenIdConnect 4.2.3,,,,,"Microsoft.Owin.Security.OpenIdConnect, 4.2.3  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Web.Infrastructure 1.0.0.0,,,,,"Microsoft.Web.Infrastructure, 1.0.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Microsoft.Win32.Registry 4.5.0,,,,,"Microsoft.Win32.Registry, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Owin 1.0,,,,,"Owin, 1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,PCLStorage 1.0.2,,,,,"PCLStorage, 1.0.2  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,Swashbuckle.Core 5.6.0,,,,,"Swashbuckle.Core, 5.6.0  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Buffers 4.6.0,,,,,"System.Buffers, 4.6.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.CodeDom 7.0.0,,,,,"System.CodeDom, 7.0.0  Recommendation:  Remove System.CodeDom, and replace with new package System.CodeDom 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.ComponentModel.Annotations 4.6.0,,,,,"System.ComponentModel.Annotations, 4.6.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Configuration.ConfigurationManager 4.7.0,,,,,"System.Configuration.ConfigurationManager, 4.7.0  Recommendation:  Remove System.Configuration.ConfigurationManager, and replace with new package System.Configuration.ConfigurationManager 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Diagnostics.DiagnosticSource 8.0.1,,,,,"System.Diagnostics.DiagnosticSource, 8.0.1  Recommendation:  Remove System.Diagnostics.DiagnosticSource, and replace with new package System.Diagnostics.DiagnosticSource 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Management 7.0.2,,,,,"System.Management, 7.0.2  Recommendation:  Remove System.Management, and replace with new package System.Management 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Memory 4.5.5,,,,,"System.Memory, 4.5.5  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Memory.Data 1.0.2,,,,,"System.Memory.Data, 1.0.2  Recommendation:  Remove System.Memory.Data, and replace with new package System.Memory.Data 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Net.Http.WinHttpHandler 8.0.0,,,,,"System.Net.Http.WinHttpHandler, 8.0.0  Recommendation:  Remove System.Net.Http.WinHttpHandler, and replace with new package System.Net.Http.WinHttpHandler 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Numerics.Vectors 4.5.0,,,,,"System.Numerics.Vectors, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,,,System.Runtime.CompilerServices.Unsafe 6.0.0,,,,,"System.Runtime.CompilerServices.Unsafe, 6.0.0  Recommendation:  Remove System.Runtime.CompilerServices.Unsafe, and replace with new package System.Runtime.CompilerServices.Unsafe 6.1.2"
